Regions Code,Regions,Household composition Code,Household composition,Ethnic group Code,Ethnic group,Industry Code,Industry,Observation
E12000005,West Midlands,4,Single family household: Lone parent household,1,"Asian, Asian British or Asian Welsh",1,"A, B, D, E Agriculture, energy and water",108
E12000005,West Midlands,4,Single family household: Lone parent household,1,"Asian, Asian British or Asian Welsh",2,C Manufacturing,648
E12000005,West Midlands,4,Single family household: Lone parent household,1,"Asian, Asian British or Asian Welsh",3,F Construction,235
E12000005,West Midlands,4,Single family household: Lone parent household,1,"Asian, Asian British or Asian Welsh",4,"G, I Distribution, hotels and restaurants",2348
E12000005,West Midlands,4,Single family household: Lone parent household,1,"Asian, Asian British or Asian Welsh",5,"H, J Transport and communication",758
E12000005,West Midlands,4,Single family household: Lone parent household,1,"Asian, Asian British or Asian Welsh",6,"K, L, M, N Financial, real estate, professional and administrative activities",1505
E12000005,West Midlands,4,Single family household: Lone parent household,1,"Asian, Asian British or Asian Welsh",7,"O, P, Q Public administration, education and health",5533
E12000005,West Midlands,4,Single family household: Lone parent household,1,"Asian, Asian British or Asian Welsh",8,"R, S, T, U Other",365
E12000005,West Midlands,4,Single family household: Lone parent household,2,"Black, Black British, Black Welsh, Caribbean or African",1,"A, B, D, E Agriculture, energy and water",63
E12000005,West Midlands,4,Single family household: Lone parent household,2,"Black, Black British, Black Welsh, Caribbean or African",2,C Manufacturing,443
E12000005,West Midlands,4,Single family household: Lone parent household,2,"Black, Black British, Black Welsh, Caribbean or African",3,F Construction,274
E12000005,West Midlands,4,Single family household: Lone parent household,2,"Black, Black British, Black Welsh, Caribbean or African",4,"G, I Distribution, hotels and restaurants",1764
E12000005,West Midlands,4,Single family household: Lone parent household,2,"Black, Black British, Black Welsh, Caribbean or African",5,"H, J Transport and communication",573
E12000005,West Midlands,4,Single family household: Lone parent household,2,"Black, Black British, Black Welsh, Caribbean or African",6,"K, L, M, N Financial, real estate, professional and administrative activities",2035
E12000005,West Midlands,4,Single family household: Lone parent household,2,"Black, Black British, Black Welsh, Caribbean or African",7,"O, P, Q Public administration, education and health",9068
E12000005,West Midlands,4,Single family household: Lone parent household,2,"Black, Black British, Black Welsh, Caribbean or African",8,"R, S, T, U Other",408
E12000005,West Midlands,4,Single family household: Lone parent household,3,Mixed or Multiple ethnic groups,1,"A, B, D, E Agriculture, energy and water",41
E12000005,West Midlands,4,Single family household: Lone parent household,3,Mixed or Multiple ethnic groups,2,C Manufacturing,154
E12000005,West Midlands,4,Single family household: Lone parent household,3,Mixed or Multiple ethnic groups,3,F Construction,109
E12000005,West Midlands,4,Single family household: Lone parent household,3,Mixed or Multiple ethnic groups,4,"G, I Distribution, hotels and restaurants",982
E12000005,West Midlands,4,Single family household: Lone parent household,3,Mixed or Multiple ethnic groups,5,"H, J Transport and communication",207
E12000005,West Midlands,4,Single family household: Lone parent household,3,Mixed or Multiple ethnic groups,6,"K, L, M, N Financial, real estate, professional and administrative activities",696
E12000005,West Midlands,4,Single family household: Lone parent household,3,Mixed or Multiple ethnic groups,7,"O, P, Q Public administration, education and health",2782
E12000005,West Midlands,4,Single family household: Lone parent household,3,Mixed or Multiple ethnic groups,8,"R, S, T, U Other",276
E12000005,West Midlands,4,Single family household: Lone parent household,4,"White: English, Welsh, Scottish, Northern Irish or British",1,"A, B, D, E Agriculture, energy and water",1703
E12000005,West Midlands,4,Single family household: Lone parent household,4,"White: English, Welsh, Scottish, Northern Irish or British",2,C Manufacturing,6492
E12000005,West Midlands,4,Single family household: Lone parent household,4,"White: English, Welsh, Scottish, Northern Irish or British",3,F Construction,4662
E12000005,West Midlands,4,Single family household: Lone parent household,4,"White: English, Welsh, Scottish, Northern Irish or British",4,"G, I Distribution, hotels and restaurants",23644
E12000005,West Midlands,4,Single family household: Lone parent household,4,"White: English, Welsh, Scottish, Northern Irish or British",5,"H, J Transport and communication",5123
E12000005,West Midlands,4,Single family household: Lone parent household,4,"White: English, Welsh, Scottish, Northern Irish or British",6,"K, L, M, N Financial, real estate, professional and administrative activities",13875
E12000005,West Midlands,4,Single family household: Lone parent household,4,"White: English, Welsh, Scottish, Northern Irish or British",7,"O, P, Q Public administration, education and health",50045
E12000005,West Midlands,4,Single family household: Lone parent household,4,"White: English, Welsh, Scottish, Northern Irish or British",8,"R, S, T, U Other",5271
E12000005,West Midlands,4,Single family household: Lone parent household,5,White: Irish,1,"A, B, D, E Agriculture, energy and water",9
E12000005,West Midlands,4,Single family household: Lone parent household,5,White: Irish,2,C Manufacturing,54
E12000005,West Midlands,4,Single family household: Lone parent household,5,White: Irish,3,F Construction,80
E12000005,West Midlands,4,Single family household: Lone parent household,5,White: Irish,4,"G, I Distribution, hotels and restaurants",183
E12000005,West Midlands,4,Single family household: Lone parent household,5,White: Irish,5,"H, J Transport and communication",58
E12000005,West Midlands,4,Single family household: Lone parent household,5,White: Irish,6,"K, L, M, N Financial, real estate, professional and administrative activities",165
E12000005,West Midlands,4,Single family household: Lone parent household,5,White: Irish,7,"O, P, Q Public administration, education and health",602
E12000005,West Midlands,4,Single family household: Lone parent household,5,White: Irish,8,"R, S, T, U Other",48
E12000005,West Midlands,4,Single family household: Lone parent household,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,"A, B, D, E Agriculture, energy and water",87
E12000005,West Midlands,4,Single family household: Lone parent household,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,C Manufacturing,885
E12000005,West Midlands,4,Single family household: Lone parent household,6,"White: Gypsy or Irish Traveller, Roma or Other White",3,F Construction,193
E12000005,West Midlands,4,Single family household: Lone parent household,6,"White: Gypsy or Irish Traveller, Roma or Other White",4,"G, I Distribution, hotels and restaurants",1996
E12000005,West Midlands,4,Single family household: Lone parent household,6,"White: Gypsy or Irish Traveller, Roma or Other White",5,"H, J Transport and communication",612
E12000005,West Midlands,4,Single family household: Lone parent household,6,"White: Gypsy or Irish Traveller, Roma or Other White",6,"K, L, M, N Financial, real estate, professional and administrative activities",1157
E12000005,West Midlands,4,Single family household: Lone parent household,6,"White: Gypsy or Irish Traveller, Roma or Other White",7,"O, P, Q Public administration, education and health",1990
E12000005,West Midlands,4,Single family household: Lone parent household,6,"White: Gypsy or Irish Traveller, Roma or Other White",8,"R, S, T, U Other",313
E12000005,West Midlands,4,Single family household: Lone parent household,7,Other ethnic group,1,"A, B, D, E Agriculture, energy and water",17
E12000005,West Midlands,4,Single family household: Lone parent household,7,Other ethnic group,2,C Manufacturing,120
E12000005,West Midlands,4,Single family household: Lone parent household,7,Other ethnic group,3,F Construction,47
E12000005,West Midlands,4,Single family household: Lone parent household,7,Other ethnic group,4,"G, I Distribution, hotels and restaurants",371
E12000005,West Midlands,4,Single family household: Lone parent household,7,Other ethnic group,5,"H, J Transport and communication",122
E12000005,West Midlands,4,Single family household: Lone parent household,7,Other ethnic group,6,"K, L, M, N Financial, real estate, professional and administrative activities",288
E12000005,West Midlands,4,Single family household: Lone parent household,7,Other ethnic group,7,"O, P, Q Public administration, education and health",790
E12000005,West Midlands,4,Single family household: Lone parent household,7,Other ethnic group,8,"R, S, T, U Other",73
E12000005,West Midlands,5,Other household types,1,"Asian, Asian British or Asian Welsh",1,"A, B, D, E Agriculture, energy and water",351
E12000005,West Midlands,5,Other household types,1,"Asian, Asian British or Asian Welsh",2,C Manufacturing,3386
E12000005,West Midlands,5,Other household types,1,"Asian, Asian British or Asian Welsh",3,F Construction,1661
E12000005,West Midlands,5,Other household types,1,"Asian, Asian British or Asian Welsh",4,"G, I Distribution, hotels and restaurants",8550
E12000005,West Midlands,5,Other household types,1,"Asian, Asian British or Asian Welsh",5,"H, J Transport and communication",5869
E12000005,West Midlands,5,Other household types,1,"Asian, Asian British or Asian Welsh",6,"K, L, M, N Financial, real estate, professional and administrative activities",4127
E12000005,West Midlands,5,Other household types,1,"Asian, Asian British or Asian Welsh",7,"O, P, Q Public administration, education and health",7499
E12000005,West Midlands,5,Other household types,1,"Asian, Asian British or Asian Welsh",8,"R, S, T, U Other",615
E12000005,West Midlands,5,Other household types,2,"Black, Black British, Black Welsh, Caribbean or African",1,"A, B, D, E Agriculture, energy and water",110
E12000005,West Midlands,5,Other household types,2,"Black, Black British, Black Welsh, Caribbean or African",2,C Manufacturing,571
E12000005,West Midlands,5,Other household types,2,"Black, Black British, Black Welsh, Caribbean or African",3,F Construction,345
E12000005,West Midlands,5,Other household types,2,"Black, Black British, Black Welsh, Caribbean or African",4,"G, I Distribution, hotels and restaurants",1343
E12000005,West Midlands,5,Other household types,2,"Black, Black British, Black Welsh, Caribbean or African",5,"H, J Transport and communication",996
E12000005,West Midlands,5,Other household types,2,"Black, Black British, Black Welsh, Caribbean or African",6,"K, L, M, N Financial, real estate, professional and administrative activities",1173
E12000005,West Midlands,5,Other household types,2,"Black, Black British, Black Welsh, Caribbean or African",7,"O, P, Q Public administration, education and health",3649
E12000005,West Midlands,5,Other household types,2,"Black, Black British, Black Welsh, Caribbean or African",8,"R, S, T, U Other",254
E12000005,West Midlands,5,Other household types,3,Mixed or Multiple ethnic groups,1,"A, B, D, E Agriculture, energy and water",37
E12000005,West Midlands,5,Other household types,3,Mixed or Multiple ethnic groups,2,C Manufacturing,207
E12000005,West Midlands,5,Other household types,3,Mixed or Multiple ethnic groups,3,F Construction,146
E12000005,West Midlands,5,Other household types,3,Mixed or Multiple ethnic groups,4,"G, I Distribution, hotels and restaurants",608
E12000005,West Midlands,5,Other household types,3,Mixed or Multiple ethnic groups,5,"H, J Transport and communication",230
E12000005,West Midlands,5,Other household types,3,Mixed or Multiple ethnic groups,6,"K, L, M, N Financial, real estate, professional and administrative activities",356
E12000005,West Midlands,5,Other household types,3,Mixed or Multiple ethnic groups,7,"O, P, Q Public administration, education and health",929
E12000005,West Midlands,5,Other household types,3,Mixed or Multiple ethnic groups,8,"R, S, T, U Other",123
E12000005,West Midlands,5,Other household types,4,"White: English, Welsh, Scottish, Northern Irish or British",1,"A, B, D, E Agriculture, energy and water",2573
E12000005,West Midlands,5,Other household types,4,"White: English, Welsh, Scottish, Northern Irish or British",2,C Manufacturing,8095
E12000005,West Midlands,5,Other household types,4,"White: English, Welsh, Scottish, Northern Irish or British",3,F Construction,7324
E12000005,West Midlands,5,Other household types,4,"White: English, Welsh, Scottish, Northern Irish or British",4,"G, I Distribution, hotels and restaurants",14782
E12000005,West Midlands,5,Other household types,4,"White: English, Welsh, Scottish, Northern Irish or British",5,"H, J Transport and communication",6708
E12000005,West Midlands,5,Other household types,4,"White: English, Welsh, Scottish, Northern Irish or British",6,"K, L, M, N Financial, real estate, professional and administrative activities",8970
E12000005,West Midlands,5,Other household types,4,"White: English, Welsh, Scottish, Northern Irish or British",7,"O, P, Q Public administration, education and health",20148
E12000005,West Midlands,5,Other household types,4,"White: English, Welsh, Scottish, Northern Irish or British",8,"R, S, T, U Other",2994
E12000005,West Midlands,5,Other household types,5,White: Irish,1,"A, B, D, E Agriculture, energy and water",26
E12000005,West Midlands,5,Other household types,5,White: Irish,2,C Manufacturing,87
E12000005,West Midlands,5,Other household types,5,White: Irish,3,F Construction,153
E12000005,West Midlands,5,Other household types,5,White: Irish,4,"G, I Distribution, hotels and restaurants",135
E12000005,West Midlands,5,Other household types,5,White: Irish,5,"H, J Transport and communication",87
E12000005,West Midlands,5,Other household types,5,White: Irish,6,"K, L, M, N Financial, real estate, professional and administrative activities",134
E12000005,West Midlands,5,Other household types,5,White: Irish,7,"O, P, Q Public administration, education and health",327
E12000005,West Midlands,5,Other household types,5,White: Irish,8,"R, S, T, U Other",52
E12000005,West Midlands,5,Other household types,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,"A, B, D, E Agriculture, energy and water",382
E12000005,West Midlands,5,Other household types,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,C Manufacturing,3212
E12000005,West Midlands,5,Other household types,6,"White: Gypsy or Irish Traveller, Roma or Other White",3,F Construction,1188
E12000005,West Midlands,5,Other household types,6,"White: Gypsy or Irish Traveller, Roma or Other White",4,"G, I Distribution, hotels and restaurants",4570
E12000005,West Midlands,5,Other household types,6,"White: Gypsy or Irish Traveller, Roma or Other White",5,"H, J Transport and communication",2634
E12000005,West Midlands,5,Other household types,6,"White: Gypsy or Irish Traveller, Roma or Other White",6,"K, L, M, N Financial, real estate, professional and administrative activities",1671
E12000005,West Midlands,5,Other household types,6,"White: Gypsy or Irish Traveller, Roma or Other White",7,"O, P, Q Public administration, education and health",2070
E12000005,West Midlands,5,Other household types,6,"White: Gypsy or Irish Traveller, Roma or Other White",8,"R, S, T, U Other",482
E12000005,West Midlands,5,Other household types,7,Other ethnic group,1,"A, B, D, E Agriculture, energy and water",66
E12000005,West Midlands,5,Other household types,7,Other ethnic group,2,C Manufacturing,606
E12000005,West Midlands,5,Other household types,7,Other ethnic group,3,F Construction,402
E12000005,West Midlands,5,Other household types,7,Other ethnic group,4,"G, I Distribution, hotels and restaurants",1165
E12000005,West Midlands,5,Other household types,7,Other ethnic group,5,"H, J Transport and communication",784
E12000005,West Midlands,5,Other household types,7,Other ethnic group,6,"K, L, M, N Financial, real estate, professional and administrative activities",595
E12000005,West Midlands,5,Other household types,7,Other ethnic group,7,"O, P, Q Public administration, education and health",994
E12000005,West Midlands,5,Other household types,7,Other ethnic group,8,"R, S, T, U Other",114
E12000006,East of England,1,One-person household,1,"Asian, Asian British or Asian Welsh",1,"A, B, D, E Agriculture, energy and water",98
E12000006,East of England,1,One-person household,1,"Asian, Asian British or Asian Welsh",2,C Manufacturing,735
E12000006,East of England,1,One-person household,1,"Asian, Asian British or Asian Welsh",3,F Construction,403
E12000006,East of England,1,One-person household,1,"Asian, Asian British or Asian Welsh",4,"G, I Distribution, hotels and restaurants",2194
E12000006,East of England,1,One-person household,1,"Asian, Asian British or Asian Welsh",5,"H, J Transport and communication",1550
E12000006,East of England,1,One-person household,1,"Asian, Asian British or Asian Welsh",6,"K, L, M, N Financial, real estate, professional and administrative activities",2175
E12000006,East of England,1,One-person household,1,"Asian, Asian British or Asian Welsh",7,"O, P, Q Public administration, education and health",4394
E12000006,East of England,1,One-person household,1,"Asian, Asian British or Asian Welsh",8,"R, S, T, U Other",343
E12000006,East of England,1,One-person household,2,"Black, Black British, Black Welsh, Caribbean or African",1,"A, B, D, E Agriculture, energy and water",151
E12000006,East of England,1,One-person household,2,"Black, Black British, Black Welsh, Caribbean or African",2,C Manufacturing,545
E12000006,East of England,1,One-person household,2,"Black, Black British, Black Welsh, Caribbean or African",3,F Construction,730
E12000006,East of England,1,One-person household,2,"Black, Black British, Black Welsh, Caribbean or African",4,"G, I Distribution, hotels and restaurants",1484
E12000006,East of England,1,One-person household,2,"Black, Black British, Black Welsh, Caribbean or African",5,"H, J Transport and communication",1552
E12000006,East of England,1,One-person household,2,"Black, Black British, Black Welsh, Caribbean or African",6,"K, L, M, N Financial, real estate, professional and administrative activities",2031
E12000006,East of England,1,One-person household,2,"Black, Black British, Black Welsh, Caribbean or African",7,"O, P, Q Public administration, education and health",5313
E12000006,East of England,1,One-person household,2,"Black, Black British, Black Welsh, Caribbean or African",8,"R, S, T, U Other",450
E12000006,East of England,1,One-person household,3,Mixed or Multiple ethnic groups,1,"A, B, D, E Agriculture, energy and water",92
E12000006,East of England,1,One-person household,3,Mixed or Multiple ethnic groups,2,C Manufacturing,390
E12000006,East of England,1,One-person household,3,Mixed or Multiple ethnic groups,3,F Construction,479
E12000006,East of England,1,One-person household,3,Mixed or Multiple ethnic groups,4,"G, I Distribution, hotels and restaurants",1045
E12000006,East of England,1,One-person household,3,Mixed or Multiple ethnic groups,5,"H, J Transport and communication",756
E12000006,East of England,1,One-person household,3,Mixed or Multiple ethnic groups,6,"K, L, M, N Financial, real estate, professional and administrative activities",1347
E12000006,East of England,1,One-person household,3,Mixed or Multiple ethnic groups,7,"O, P, Q Public administration, education and health",2192
E12000006,East of England,1,One-person household,3,Mixed or Multiple ethnic groups,8,"R, S, T, U Other",362
E12000006,East of England,1,One-person household,4,"White: English, Welsh, Scottish, Northern Irish or British",1,"A, B, D, E Agriculture, energy and water",7179
E12000006,East of England,1,One-person household,4,"White: English, Welsh, Scottish, Northern Irish or British",2,C Manufacturing,18995
E12000006,East of England,1,One-person household,4,"White: English, Welsh, Scottish, Northern Irish or British",3,F Construction,26351
E12000006,East of England,1,One-person household,4,"White: English, Welsh, Scottish, Northern Irish or British",4,"G, I Distribution, hotels and restaurants",43020
E12000006,East of England,1,One-person household,4,"White: English, Welsh, Scottish, Northern Irish or British",5,"H, J Transport and communication",25470
E12000006,East of England,1,One-person household,4,"White: English, Welsh, Scottish, Northern Irish or British",6,"K, L, M, N Financial, real estate, professional and administrative activities",45230
E12000006,East of England,1,One-person household,4,"White: English, Welsh, Scottish, Northern Irish or British",7,"O, P, Q Public administration, education and health",68497
E12000006,East of England,1,One-person household,4,"White: English, Welsh, Scottish, Northern Irish or British",8,"R, S, T, U Other",11542
E12000006,East of England,1,One-person household,5,White: Irish,1,"A, B, D, E Agriculture, energy and water",93
E12000006,East of England,1,One-person household,5,White: Irish,2,C Manufacturing,258
E12000006,East of England,1,One-person household,5,White: Irish,3,F Construction,666
E12000006,East of England,1,One-person household,5,White: Irish,4,"G, I Distribution, hotels and restaurants",463
E12000006,East of England,1,One-person household,5,White: Irish,5,"H, J Transport and communication",437
E12000006,East of England,1,One-person household,5,White: Irish,6,"K, L, M, N Financial, real estate, professional and administrative activities",703
E12000006,East of England,1,One-person household,5,White: Irish,7,"O, P, Q Public administration, education and health",1413
E12000006,East of England,1,One-person household,5,White: Irish,8,"R, S, T, U Other",168
E12000006,East of England,1,One-person household,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,"A, B, D, E Agriculture, energy and water",375
E12000006,East of England,1,One-person household,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,C Manufacturing,2260
E12000006,East of England,1,One-person household,6,"White: Gypsy or Irish Traveller, Roma or Other White",3,F Construction,1695
E12000006,East of England,1,One-person household,6,"White: Gypsy or Irish Traveller, Roma or Other White",4,"G, I Distribution, hotels and restaurants",3817
E12000006,East of England,1,One-person household,6,"White: Gypsy or Irish Traveller, Roma or Other White",5,"H, J Transport and communication",2804
E12000006,East of England,1,One-person household,6,"White: Gypsy or Irish Traveller, Roma or Other White",6,"K, L, M, N Financial, real estate, professional and administrative activities",3753
E12000006,East of England,1,One-person household,6,"White: Gypsy or Irish Traveller, Roma or Other White",7,"O, P, Q Public administration, education and health",6230
E12000006,East of England,1,One-person household,6,"White: Gypsy or Irish Traveller, Roma or Other White",8,"R, S, T, U Other",1126
E12000006,East of England,1,One-person household,7,Other ethnic group,1,"A, B, D, E Agriculture, energy and water",35
E12000006,East of England,1,One-person household,7,Other ethnic group,2,C Manufacturing,215
E12000006,East of England,1,One-person household,7,Other ethnic group,3,F Construction,254
E12000006,East of England,1,One-person household,7,Other ethnic group,4,"G, I Distribution, hotels and restaurants",800
E12000006,East of England,1,One-person household,7,Other ethnic group,5,"H, J Transport and communication",432
E12000006,East of England,1,One-person household,7,Other ethnic group,6,"K, L, M, N Financial, real estate, professional and administrative activities",652
E12000006,East of England,1,One-person household,7,Other ethnic group,7,"O, P, Q Public administration, education and health",1296
E12000006,East of England,1,One-person household,7,Other ethnic group,8,"R, S, T, U Other",232
E12000006,East of England,2,Single family household: All aged 66 years and over,1,"Asian, Asian British or Asian Welsh",1,"A, B, D, E Agriculture, energy and water",3
E12000006,East of England,2,Single family household: All aged 66 years and over,1,"Asian, Asian British or Asian Welsh",2,C Manufacturing,27
E12000006,East of England,2,Single family household: All aged 66 years and over,1,"Asian, Asian British or Asian Welsh",3,F Construction,19
E12000006,East of England,2,Single family household: All aged 66 years and over,1,"Asian, Asian British or Asian Welsh",4,"G, I Distribution, hotels and restaurants",145
E12000006,East of England,2,Single family household: All aged 66 years and over,1,"Asian, Asian British or Asian Welsh",5,"H, J Transport and communication",54
E12000006,East of England,2,Single family household: All aged 66 years and over,1,"Asian, Asian British or Asian Welsh",6,"K, L, M, N Financial, real estate, professional and administrative activities",126
E12000006,East of England,2,Single family household: All aged 66 years and over,1,"Asian, Asian British or Asian Welsh",7,"O, P, Q Public administration, education and health",241
E12000006,East of England,2,Single family household: All aged 66 years and over,1,"Asian, Asian British or Asian Welsh",8,"R, S, T, U Other",30
E12000006,East of England,2,Single family household: All aged 66 years and over,2,"Black, Black British, Black Welsh, Caribbean or African",1,"A, B, D, E Agriculture, energy and water",2
E12000006,East of England,2,Single family household: All aged 66 years and over,2,"Black, Black British, Black Welsh, Caribbean or African",2,C Manufacturing,8
E12000006,East of England,2,Single family household: All aged 66 years and over,2,"Black, Black British, Black Welsh, Caribbean or African",3,F Construction,7
E12000006,East of England,2,Single family household: All aged 66 years and over,2,"Black, Black British, Black Welsh, Caribbean or African",4,"G, I Distribution, hotels and restaurants",16
E12000006,East of England,2,Single family household: All aged 66 years and over,2,"Black, Black British, Black Welsh, Caribbean or African",5,"H, J Transport and communication",13
E12000006,East of England,2,Single family household: All aged 66 years and over,2,"Black, Black British, Black Welsh, Caribbean or African",6,"K, L, M, N Financial, real estate, professional and administrative activities",25
E12000006,East of England,2,Single family household: All aged 66 years and over,2,"Black, Black British, Black Welsh, Caribbean or African",7,"O, P, Q Public administration, education and health",71
E12000006,East of England,2,Single family household: All aged 66 years and over,2,"Black, Black British, Black Welsh, Caribbean or African",8,"R, S, T, U Other",5
E12000006,East of England,2,Single family household: All aged 66 years and over,3,Mixed or Multiple ethnic groups,1,"A, B, D, E Agriculture, energy and water",2
E12000006,East of England,2,Single family household: All aged 66 years and over,3,Mixed or Multiple ethnic groups,2,C Manufacturing,8
E12000006,East of England,2,Single family household: All aged 66 years and over,3,Mixed or Multiple ethnic groups,3,F Construction,9
E12000006,East of England,2,Single family household: All aged 66 years and over,3,Mixed or Multiple ethnic groups,4,"G, I Distribution, hotels and restaurants",16
E12000006,East of England,2,Single family household: All aged 66 years and over,3,Mixed or Multiple ethnic groups,5,"H, J Transport and communication",7
E12000006,East of England,2,Single family household: All aged 66 years and over,3,Mixed or Multiple ethnic groups,6,"K, L, M, N Financial, real estate, professional and administrative activities",28
E12000006,East of England,2,Single family household: All aged 66 years and over,3,Mixed or Multiple ethnic groups,7,"O, P, Q Public administration, education and health",31
E12000006,East of England,2,Single family household: All aged 66 years and over,3,Mixed or Multiple ethnic groups,8,"R, S, T, U Other",10
E12000006,East of England,2,Single family household: All aged 66 years and over,4,"White: English, Welsh, Scottish, Northern Irish or British",1,"A, B, D, E Agriculture, energy and water",1933
E12000006,East of England,2,Single family household: All aged 66 years and over,4,"White: English, Welsh, Scottish, Northern Irish or British",2,C Manufacturing,2624
E12000006,East of England,2,Single family household: All aged 66 years and over,4,"White: English, Welsh, Scottish, Northern Irish or British",3,F Construction,3730
E12000006,East of England,2,Single family household: All aged 66 years and over,4,"White: English, Welsh, Scottish, Northern Irish or British",4,"G, I Distribution, hotels and restaurants",6052
E12000006,East of England,2,Single family household: All aged 66 years and over,4,"White: English, Welsh, Scottish, Northern Irish or British",5,"H, J Transport and communication",2650
E12000006,East of England,2,Single family household: All aged 66 years and over,4,"White: English, Welsh, Scottish, Northern Irish or British",6,"K, L, M, N Financial, real estate, professional and administrative activities",7070
E12000006,East of England,2,Single family household: All aged 66 years and over,4,"White: English, Welsh, Scottish, Northern Irish or British",7,"O, P, Q Public administration, education and health",7322
E12000006,East of England,2,Single family household: All aged 66 years and over,4,"White: English, Welsh, Scottish, Northern Irish or British",8,"R, S, T, U Other",2174
E12000006,East of England,2,Single family household: All aged 66 years and over,5,White: Irish,1,"A, B, D, E Agriculture, energy and water",7
E12000006,East of England,2,Single family household: All aged 66 years and over,5,White: Irish,2,C Manufacturing,28
E12000006,East of England,2,Single family household: All aged 66 years and over,5,White: Irish,3,F Construction,114
E12000006,East of England,2,Single family household: All aged 66 years and over,5,White: Irish,4,"G, I Distribution, hotels and restaurants",80
E12000006,East of England,2,Single family household: All aged 66 years and over,5,White: Irish,5,"H, J Transport and communication",29
E12000006,East of England,2,Single family household: All aged 66 years and over,5,White: Irish,6,"K, L, M, N Financial, real estate, professional and administrative activities",88
E12000006,East of England,2,Single family household: All aged 66 years and over,5,White: Irish,7,"O, P, Q Public administration, education and health",136
E12000006,East of England,2,Single family household: All aged 66 years and over,5,White: Irish,8,"R, S, T, U Other",30
E12000006,East of England,2,Single family household: All aged 66 years and over,6,"White: Gypsy or Irish Traveller, Roma or Other White",1,"A, B, D, E Agriculture, energy and water",14
E12000006,East of England,2,Single family household: All aged 66 years and over,6,"White: Gypsy or Irish Traveller, Roma or Other White",2,C Manufacturing,59
E12000006,East of England,2,Single family household: All aged 66 years and over,6,"White: Gypsy or Irish Traveller, Roma or Other White",3,F Construction,33
E12000006,East of England,2,Single family household: All aged 66 years and over,6,"White: Gypsy or Irish Traveller, Roma or Other White",4,"G, I Distribution, hotels and restaurants",144
E12000006,East of England,2,Single family household: All aged 66 years and over,6,"White: Gypsy or Irish Traveller, Roma or Other White",5,"H, J Transport and communication",48
E12000006,East of England,2,Single family household: All aged 66 years and over,6,"White: Gypsy or Irish Traveller, Roma or Other White",6,"K, L, M, N Financial, real estate, professional and administrative activities",158
E12000006,East of England,2,Single family household: All aged 66 years and over,6,"White: Gypsy or Irish Traveller, Roma or Other White",7,"O, P, Q Public administration, education and health",276
E12000006,East of England,2,Single family household: All aged 66 years and over,6,"White: Gypsy or Irish Traveller, Roma or Other White",8,"R, S, T, U Other",65
E12000006,East of England,2,Single family household: All aged 66 years and over,7,Other ethnic group,1,"A, B, D, E Agriculture, energy and water",1
E12000006,East of England,2,Single family household: All aged 66 years and over,7,Other ethnic group,2,C Manufacturing,9
E12000006,East of England,2,Single family household: All aged 66 years and over,7,Other ethnic group,3,F Construction,7
E12000006,East of England,2,Single family household: All aged 66 years and over,7,Other ethnic group,4,"G, I Distribution, hotels and restaurants",38
E12000006,East of England,2,Single family household: All aged 66 years and over,7,Other ethnic group,5,"H, J Transport and communication",11
E12000006,East of England,2,Single family household: All aged 66 years and over,7,Other ethnic group,6,"K, L, M, N Financial, real estate, professional and administrative activities",38
E12000006,East of England,2,Single family household: All aged 66 years and over,7,Other ethnic group,7,"O, P, Q Public administration, education and health",80
E12000006,East of England,2,Single family household: All aged 66 years and over,7,Other ethnic group,8,"R, S, T, U Other",9
E12000006,East of England,3,Single family household: Couple family household,1,"Asian, Asian British or Asian Welsh",1,"A, B, D, E Agriculture, energy and water",497
E12000006,East of England,3,Single family household: Couple family household,1,"Asian, Asian British or Asian Welsh",2,C Manufacturing,4089
E12000006,East of England,3,Single family household: Couple family household,1,"Asian, Asian British or Asian Welsh",3,F Construction,2148
E12000006,East of England,3,Single family household: Couple family household,1,"Asian, Asian British or Asian Welsh",4,"G, I Distribution, hotels and restaurants",13951
E12000006,East of England,3,Single family household: Couple family household,1,"Asian, Asian British or Asian Welsh",5,"H, J Transport and communication",13010
E12000006,East of England,3,Single family household: Couple family household,1,"Asian, Asian British or Asian Welsh",6,"K, L, M, N Financial, real estate, professional and administrative activities",11689
E12000006,East of England,3,Single family household: Couple family household,1,"Asian, Asian British or Asian Welsh",7,"O, P, Q Public administration, education and health",18105
E12000006,East of England,3,Single family household: Couple family household,1,"Asian, Asian British or Asian Welsh",8,"R, S, T, U Other",1284
E12000006,East of England,3,Single family household: Couple family household,2,"Black, Black British, Black Welsh, Caribbean or African",1,"A, B, D, E Agriculture, energy and water",346
E12000006,East of England,3,Single family household: Couple family household,2,"Black, Black British, Black Welsh, Caribbean or African",2,C Manufacturing,1375
E12000006,East of England,3,Single family household: Couple family household,2,"Black, Black British, Black Welsh, Caribbean or African",3,F Construction,1634
E12000006,East of England,3,Single family household: Couple family household,2,"Black, Black British, Black Welsh, Caribbean or African",4,"G, I Distribution, hotels and restaurants",3087
